0 30 3613 28 3360
1 0 0 0 0
2 22 2883 21 9794
3 22 3541 20 6588
4 76 9197 72 29628
5 97 13104 97 84398
6 16 1973 16 41264
7 118 4720 126 720763
8 0 0 0 0
9 0 0 0 0
10 8 368 8 320
11 0 0 0 0
12 1 40 1 40
13 1 40 1 40
14 1 40 1 40
15 3 120 3 120
16 0 0 0 0
17 1 40 1 40
18 0 0 0 0
19 0 0 0 0
20 32 3939 33 29034
21 5 594 6 789
22 1 40 1 40
23 1 40 1 40
24 1 40 1 40
25 3 120 3 120
26 0 0 0 0
27 7 1889 6 413
28 20 14886 22 14932
29 47 16014 48 33380
30 45 15213 46 83180
31 60 14755 56 343395
32 198 23003 228 490720
33 4 200 2 88
34 19 14785 25 1227
35 22 1405 23 52701
36 54 2516 56 140443
37 95 14408 97 103375
38 28 10853 32 12788
39 6 5029 8 3562
40 60 21425 70 42653
41 2 80 2 80
42 0 0 0 0
43 5 346 5 8440
44 24 1557 24 62629
45 31 11858 35 16654
46 2 80 2 80
47 7 4626 9 4198
48 44 23992 54 78789
49 29 12116 34 39515
50 35 21611 42 36156
51 62 20715 69 47544
52 33 18470 40 54303
53 80 36075 93 87017
54 46 41314 63 39633
55 372 48566 420 1836114
56 33 35679 49 19465
57 68 17913 75 50189
58 148 20149 176 362368
59 44 13116 48 31976
60 33 6360 34 3752
61 71 25013 77 42683
62 88 42153 99 44452
63 128 34735 134 73293
64 19 14865 27 15883
65 19 11738 23 10290
66 20 11433 24 2720
67 18 8761 21 3203
68 8 383 9 384
69 1 40 1 40
70 4 160 5 200
71 16 9750 20 1828
72 5 200 5 599
73 15 5999 17 1648
74 0 0 0 0
75 5 200 5 200
76 7 3489 8 726
77 1 40 1 40
78 7 2955 8 1233
79 13 16087 20 3208
80 16 8910 19 2268
81 11 5873 13 1916
82 10 5818 12 1357
83 3 120 3 120
84 11 3592 12 9982
85 74 6059 76 322419
86 3 120 3 168
87 9 2781 10 810
88 13 4943 15 5707
89 1 40 1 40
90 3 120 3 120
91 1 40 1 40
92 1 40 1 40
93 8 3309 10 980
94 4 160 4 160
95 2 80 2 80
96 4 160 4 160
97 4 206 4 206
98 3 120 3 120
99 16 6020 17 7826
100 3 120 3 120
101 11 2724 12 1619
102 1 40 1 40
103 3 120 3 120
104 7 357 9 391
105 2 80 2 80
106 4 160 4 208
107 3 120 3 120
108 2 80 2 80
109 4 160 4 160
110 3 166 3 166
111 6 279 6 279
112 32 11686 39 8465
113 41 3927 48 318864
114 5 200 5 200
115 21 10707 25 6606
116 9 406 9 1141
117 7 6478 10 1311
118 15 10256 19 6233
119 17 3742 18 1502
120 16 12927 22 7241
121 48 15170 50 39075
122 50 7396 52 24043
123 92 13736 102 110238
124 60 9188 68 321086
125 19 11668 22 2810
126 6 1955 7 1157
127 1 40 1 40
128 2 123 2 80
129 3 120 3 120
130 1 40 1 40
131 4 160 4 160
132 53 4910 53 4910
133 1 40 1 91
134 3 120 3 120
135 4 160 4 160
136 2 80 2 80
137 3 120 3 120
138 1 40 1 40
139 2 80 2 80
140 2 80 2 80
141 3 120 3 120
142 2 80 2 80
143 29 3808 27 6871
144 9 415 9 999
145 76 3983 97 207040
146 128 13417 126 136150
147 3 120 3 120
148 58 7488 57 36567
149 36 4202 32 11900
150 242 15301 246 545512
151 41 3527 55 67291
152 22 2276 23 17785
153 111 11865 143 93805
154 428 21654 533 2471609
155 22 2672 24 17724
156 26 1628 38 47257
157 20 2193 22 11763
158 17 719 24 90813
159 3 120 3 120
160 3 120 3 120
161 0 0 0 0
162 3 120 3 120
163 0 0 0 0
164 3 120 4 211
165 95 8993 117 240308
166 76 12537 85 32070
167 29 3573 35 75274
168 59 5615 79 100659
169 90 12726 105 89517
170 23 1919 29 18338
171 55 4676 82 248318
172 43 13721 55 43134
173 47 3303 73 134214
174 48 8499 58 26691
175 169 224130 347 313758
176 32 4550 43 32308
177 5 246 5 246
178 9 497 9 360
179 0 0 0 0
180 18 1702 20 1754
181 5 292 5 292
182 0 0 0 0
183 1 40 1 40
